image,width,height,quality_status,brightness,contrast,blur_score,defect_count,affected_area_percentage,largest_defect_percentage,average_confidence,main_defect,severity_score,severity,decision,explanation
crazing_267.jpg,200,200,PASS,151.55,35.56,2093.0,3,81.41000366210938,31.100000381469727,0.191,crazing,91,HIGH,REJECT,Large affected area | Large individual defect | Higher-risk defect type detected | 3 low-confidence detection(s)
crazing_27.jpg,200,200,PASS,152.03,25.69,2160.52,0,0.0,0.0,0.0,None,0,LOW,PASS,No defects detected.
crazing_271.jpg,200,200,PASS,167.11,37.25,2422.99,6,100.0,35.310001373291016,0.222,crazing,100,HIGH,REJECT,Large affected area | Large individual defect | Multiple defects detected | Higher-risk defect type detected | Defect detected in center region | 6 low-confidence detection(s)
crazing_273.jpg,200,200,PASS,179.49,35.52,2686.97,3,89.38999938964844,41.91999816894531,0.214,crazing,93,HIGH,REJECT,Large affected area | Large individual defect | Higher-risk defect type detected | Defect detected in center region | 3 low-confidence detection(s)
crazing_278.jpg,200,200,PASS,175.7,30.85,2631.61,6,100.0,32.47999954223633,0.228,crazing,100,HIGH,REJECT,Large affected area | Large individual defect | Multiple defects detected | Higher-risk defect type detected | Defect detected in center region | 6 low-confidence detection(s)
crazing_28.jpg,200,200,PASS,105.92,35.48,1228.52,2,25.18000030517578,17.450000762939453,0.212,crazing,76,HIGH,REJECT,Large affected area | Large individual defect | Higher-risk defect type detected | 2 low-confidence detection(s)
crazing_280.jpg,200,200,PASS,103.07,27.15,1284.39,2,32.59000015258789,16.649999618530273,0.196,crazing,76,HIGH,REJECT,Large affected area | Large individual defect | Higher-risk defect type detected | 2 low-confidence detection(s)
crazing_285.jpg,200,200,PASS,167.3,28.49,2489.71,1,43.88999938964844,43.88999938964844,0.178,crazing,75,HIGH,REJECT,Large affected area | Large individual defect | Higher-risk defect type detected | 1 low-confidence detection(s)
crazing_288.jpg,200,200,PASS,173.67,26.2,2541.76,8,100.0,37.68000030517578,0.218,crazing,100,HIGH,REJECT,Large affected area | Large individual defect | Multiple defects detected | Higher-risk defect type detected | 7 low-confidence detection(s)
crazing_295.jpg,200,200,PASS,162.63,29.88,2367.9,3,76.45999908447266,37.75,0.222,crazing,91,HIGH,REJECT,Large affected area | Large individual defect | Higher-risk defect type detected | 3 low-confidence detection(s)
crazing_30.jpg,200,200,PASS,145.87,31.21,2003.23,1,14.039999961853027,14.039999961853027,0.165,crazing,65,HIGH,REJECT,Large affected area | Large individual defect | Higher-risk defect type detected | 1 low-confidence detection(s)
crazing_300.jpg,200,200,PASS,174.15,30.42,2618.54,4,100.0,46.349998474121094,0.208,crazing,97,HIGH,REJECT,Large affected area | Large individual defect | Higher-risk defect type detected | Defect detected in center region | 4 low-confidence detection(s)
crazing_34.jpg,200,200,PASS,117.8,35.48,1449.09,1,16.739999771118164,16.739999771118164,0.166,crazing,65,HIGH,REJECT,Large affected area | Large individual defect | Higher-risk defect type detected | 1 low-confidence detection(s)
crazing_35.jpg,200,200,PASS,135.59,32.59,1715.59,1,15.4399995803833,15.4399995803833,0.224,crazing,65,HIGH,REJECT,Large affected area | Large individual defect | Higher-risk defect type detected | 1 low-confidence detection(s)
crazing_4.jpg,200,200,PASS,163.09,29.04,2339.68,3,93.70999908447266,39.33000183105469,0.252,crazing,88,HIGH,REJECT,Large affected area | Large individual defect | Higher-risk defect type detected | 2 low-confidence detection(s)
crazing_51.jpg,200,200,PASS,110.04,22.15,1407.9,0,0.0,0.0,0.0,None,0,LOW,PASS,No defects detected.
crazing_59.jpg,200,200,PASS,103.76,34.62,1227.47,0,0.0,0.0,0.0,None,0,LOW,PASS,No defects detected.
crazing_60.jpg,200,200,PASS,110.88,39.66,1382.99,2,34.83000183105469,19.670000076293945,0.168,crazing,86,HIGH,REJECT,Large affected area | Large individual defect | Higher-risk defect type detected | Defect detected in center region | 2 low-confidence detection(s)
crazing_65.jpg,200,200,PASS,151.29,25.07,2113.06,2,22.06999969482422,12.130000114440918,0.194,crazing,76,HIGH,REJECT,Large affected area | Large individual defect | Higher-risk defect type detected | 2 low-confidence detection(s)
crazing_72.jpg,200,200,PASS,86.16,21.18,1004.84,1,12.279999732971191,12.279999732971191,0.212,crazing,68,HIGH,REJECT,Large affected area | Large individual defect | Higher-risk defect type detected | 1 low-confidence detection(s)
crazing_84.jpg,200,200,PASS,168.94,28.54,2562.96,2,43.459999084472656,25.959999084472656,0.242,crazing,79,HIGH,REJECT,Large affected area | Large individual defect | Higher-risk defect type detected | 2 low-confidence detection(s)
crazing_86.jpg,200,200,PASS,165.33,26.45,2455.13,3,66.66000366210938,40.380001068115234,0.188,crazing,88,HIGH,REJECT,Large affected area | Large individual defect | Higher-risk defect type detected | 3 low-confidence detection(s)
crazing_88.jpg,200,200,PASS,158.77,26.15,2252.11,4,78.9000015258789,25.280000686645508,0.229,crazing,97,HIGH,REJECT,Large affected area | Large individual defect | Higher-risk defect type detected | Defect detected in center region | 4 low-confidence detection(s)
crazing_92.jpg,200,200,PASS,157.44,28.39,2469.63,2,19.1200008392334,10.430000305175781,0.169,crazing,75,HIGH,REJECT,Large affected area | Large individual defect | Higher-risk defect type detected | 2 low-confidence detection(s)
inclusion_110.jpg,200,200,REVIEW,87.13,10.04,20.54,3,27.90999984741211,18.649999618530273,0.642,inclusion,80,HIGH,REJECT,Large affected area | Large individual defect | 1 low-confidence detection(s) | Image quality requires review
inclusion_114.jpg,200,200,REVIEW,93.68,12.4,26.32,8,45.18000030517578,11.130000114440918,0.562,inclusion,89,HIGH,REJECT,Large affected area | Large individual defect | Multiple defects detected | Defect detected in center region | 2 low-confidence detection(s) | Image quality requires review
inclusion_115.jpg,200,200,REVIEW,98.19,13.43,28.49,10,74.01000213623047,19.5,0.463,inclusion,89,HIGH,REJECT,Large affected area | Large individual defect | Multiple defects detected | 5 low-confidence detection(s) | Image quality requires review
inclusion_12.jpg,200,200,REVIEW,101.37,10.42,25.81,11,81.70999908447266,17.549999237060547,0.497,inclusion,89,HIGH,REJECT,Large affected area | Large individual defect | Multiple defects detected | Defect detected in center region | 4 low-confidence detection(s) | Image quality requires review
inclusion_122.jpg,200,200,REVIEW,118.09,12.23,50.16,4,38.529998779296875,23.0,0.69,inclusion,89,HIGH,REJECT,Large affected area | Large individual defect | Defect detected in center region | 1 low-confidence detection(s) | Image quality requires review
inclusion_123.jpg,200,200,REVIEW,111.46,11.31,47.62,4,16.84000015258789,7.070000171661377,0.559,inclusion,76,HIGH,REJECT,Large affected area | 2 low-confidence detection(s) | Image quality requires review
inclusion_126.jpg,200,200,REVIEW,109.5,10.49,33.94,5,28.110000610351562,11.359999656677246,0.536,inclusion,86,HIGH,REJECT,Large affected area | Large individual defect | Multiple defects detected | Defect detected in center region | 1 low-confidence detection(s) | Image quality requires review
inclusion_129.jpg,200,200,REVIEW,72.08,9.62,13.07,4,23.540000915527344,14.130000114440918,0.513,inclusion,84,HIGH,REJECT,Large affected area | Large individual defect | 2 low-confidence detection(s) | Image quality requires review
inclusion_13.jpg,200,200,REVIEW,97.69,10.18,25.97,7,60.439998626708984,17.959999084472656,0.557,inclusion,89,HIGH,REJECT,Large affected area | Large individual defect | Multiple defects detected | Defect detected in center region | 2 low-confidence detection(s) | Image quality requires review
inclusion_132.jpg,200,200,REVIEW,89.46,10.65,38.73,1,16.770000457763672,16.770000457763672,0.605,inclusion,64,HIGH,REJECT,Large affected area | Large individual defect | Defect detected in center region | Image quality requires review
inclusion_133.jpg,200,200,REVIEW,75.85,9.35,19.94,3,94.88999938964844,40.779998779296875,0.594,inclusion,85,HIGH,REJECT,Large affected area | Large individual defect | Defect detected in center region | Image quality requires review
inclusion_135.jpg,200,200,REVIEW,96.0,10.79,51.12,1,18.06999969482422,18.06999969482422,0.655,inclusion,60,MEDIUM,INSPECT,Large affected area | Large individual defect | Image quality requires review
inclusion_144.jpg,200,200,REVIEW,88.99,11.22,19.96,4,7.610000133514404,3.990000009536743,0.574,inclusion,67,HIGH,REJECT,Moderate affected area | Defect detected in center region | 1 low-confidence detection(s) | Image quality requires review
inclusion_158.jpg,200,200,REVIEW,118.31,9.96,47.65,4,36.90999984741211,27.829999923706055,0.422,inclusion,89,HIGH,REJECT,Large affected area | Large individual defect | Defect detected in center region | 3 low-confidence detection(s) | Image quality requires review
inclusion_167.jpg,200,200,REVIEW,79.82,11.31,16.8,5,76.68000030517578,25.93000030517578,0.441,inclusion,89,HIGH,REJECT,Large affected area | Large individual defect | Multiple defects detected | Defect detected in center region | 3 low-confidence detection(s) | Image quality requires review
inclusion_179.jpg,200,200,REVIEW,80.71,9.98,15.23,3,11.270000457763672,7.860000133514404,0.604,inclusion,66,HIGH,REJECT,Large affected area | 1 low-confidence detection(s) | Image quality requires review
inclusion_18.jpg,200,200,REVIEW,119.77,8.08,52.63,10,71.62999725341797,18.959999084472656,0.517,inclusion,89,HIGH,REJECT,Large affected area | Large individual defect | Multiple defects detected | Defect detected in center region | 3 low-confidence detection(s) | Image quality requires review
inclusion_182.jpg,200,200,REVIEW,80.27,11.03,24.99,4,53.68000030517578,29.719999313354492,0.45,inclusion,84,HIGH,REJECT,Large affected area | Large individual defect | 2 low-confidence detection(s) | Image quality requires review
inclusion_183.jpg,200,200,REVIEW,82.85,11.18,29.21,3,32.779998779296875,27.239999771118164,0.478,inclusion,80,HIGH,REJECT,Large affected area | Large individual defect | 1 low-confidence detection(s) | Image quality requires review
inclusion_196.jpg,200,200,REVIEW,112.87,11.79,48.35,3,28.610000610351562,15.34000015258789,0.487,inclusion,80,HIGH,REJECT,Large affected area | Large individual defect | 1 low-confidence detection(s) | Image quality requires review
inclusion_2.jpg,200,200,REVIEW,113.03,12.97,33.38,3,4.449999809265137,2.240000009536743,0.612,inclusion,53,MEDIUM,INSPECT,Defect characteristics remain within lower severity thresholds | Image quality requires review
inclusion_215.jpg,200,200,REVIEW,91.46,10.43,33.54,3,35.22999954223633,29.889999389648438,0.408,inclusion,85,HIGH,REJECT,Large affected area | Large individual defect | Defect detected in center region | 2 low-confidence detection(s) | Image quality requires review
inclusion_218.jpg,200,200,REVIEW,87.38,8.48,20.24,4,25.979999542236328,11.3100004196167,0.509,inclusion,86,HIGH,REJECT,Large affected area | Large individual defect | Defect detected in center region | 2 low-confidence detection(s) | Image quality requires review
inclusion_219.jpg,200,200,REVIEW,109.25,7.36,36.16,3,8.079999923706055,4.920000076293945,0.57,inclusion,63,HIGH,REJECT,Moderate affected area | Defect detected in center region | Image quality requires review
inclusion_220.jpg,200,200,REVIEW,107.04,12.23,38.87,1,22.270000457763672,22.270000457763672,0.896,inclusion,71,HIGH,REJECT,Large affected area | Large individual defect | Defect detected in center region | Image quality requires review
inclusion_222.jpg,200,200,REVIEW,122.68,6.74,52.16,3,13.729999542236328,9.779999732971191,0.509,inclusion,70,HIGH,REJECT,Large affected area | Defect detected in center region | 1 low-confidence detection(s) | Image quality requires review
inclusion_223.jpg,200,200,REVIEW,111.1,8.82,35.03,4,14.489999771118164,4.329999923706055,0.743,inclusion,73,HIGH,REJECT,Large affected area | Defect detected in center region | Image quality requires review
inclusion_225.jpg,200,200,REVIEW,96.2,12.8,45.58,4,53.65999984741211,23.469999313354492,0.389,inclusion,89,HIGH,REJECT,Large affected area | Large individual defect | 2 low-confidence detection(s) | Image quality requires review
inclusion_23.jpg,200,200,REVIEW,79.55,14.57,24.02,7,72.3499984741211,32.72999954223633,0.461,inclusion,92,HIGH,REJECT,Large affected area | Large individual defect | Multiple defects detected | 3 low-confidence detection(s) | Image quality requires review
inclusion_231.jpg,200,200,PASS,182.05,32.47,63.91,4,18.489999771118164,8.369999885559082,0.336,inclusion,78,HIGH,REJECT,Large affected area | Defect detected in center region | 3 low-confidence detection(s)
inclusion_233.jpg,200,200,PASS,195.37,24.58,79.32,8,19.760000228881836,5.949999809265137,0.372,inclusion,81,HIGH,REJECT,Large affected area | Multiple defects detected | 4 low-confidence detection(s)
inclusion_235.jpg,200,200,REVIEW,221.4,20.69,102.51,7,27.030000686645508,14.430000305175781,0.455,inclusion,89,HIGH,REJECT,Large affected area | Large individual defect | Multiple defects detected | Defect detected in center region | 4 low-confidence detection(s) | Image quality requires review
inclusion_240.jpg,200,200,REVIEW,233.43,18.39,143.3,6,15.539999961853027,5.730000019073486,0.306,inclusion,81,HIGH,REJECT,Large affected area | Multiple defects detected | Defect detected in center region | 4 low-confidence detection(s) | Image quality requires review
inclusion_243.jpg,200,200,PASS,186.3,26.4,72.81,6,17.790000915527344,5.329999923706055,0.449,inclusion,81,HIGH,REJECT,Large affected area | Multiple defects detected | 3 low-confidence detection(s)
inclusion_249.jpg,200,200,REVIEW,159.98,30.23,49.55,5,44.900001525878906,16.6299991607666,0.419,inclusion,84,HIGH,REJECT,Large affected area | Large individual defect | Multiple defects detected | 3 low-confidence detection(s) | Image quality requires review
inclusion_250.jpg,200,200,PASS,178.87,28.6,58.79,1,17.399999618530273,17.399999618530273,0.703,inclusion,64,HIGH,REJECT,Large affected area | Large individual defect | Defect detected in center region
inclusion_251.jpg,200,200,REVIEW,228.23,15.7,88.97,2,8.930000305175781,5.360000133514404,0.724,inclusion,64,HIGH,REJECT,Moderate affected area | Defect detected in center region | Image quality requires review
inclusion_253.jpg,200,200,PASS,180.39,30.47,52.81,1,8.199999809265137,8.199999809265137,0.683,inclusion,47,MEDIUM,INSPECT,Moderate affected area
inclusion_258.jpg,200,200,REVIEW,102.35,13.65,23.46,2,43.11000061035156,24.270000457763672,0.817,inclusion,77,HIGH,REJECT,Large affected area | Large individual defect | Image quality requires review
inclusion_265.jpg,200,200,REVIEW,75.27,13.56,14.46,5,39.220001220703125,23.270000457763672,0.562,inclusion,89,HIGH,REJECT,Large affected area | Large individual defect | Multiple defects detected | 1 low-confidence detection(s) | Image quality requires review
inclusion_268.jpg,200,200,REVIEW,104.17,16.16,21.25,1,20.15999984741211,20.15999984741211,0.8,inclusion,67,HIGH,REJECT,Large affected area | Large individual defect | Image quality requires review
inclusion_270.jpg,200,200,REVIEW,87.14,15.3,18.75,2,39.16999816894531,20.25,0.52,inclusion,81,HIGH,REJECT,Large affected area | Large individual defect | Defect detected in center region | 1 low-confidence detection(s) | Image quality requires review
inclusion_273.jpg,200,200,REVIEW,95.05,14.34,20.29,4,15.930000305175781,7.510000228881836,0.379,inclusion,78,HIGH,REJECT,Large affected area | 2 low-confidence detection(s) | Image quality requires review
inclusion_277.jpg,200,200,REVIEW,137.24,12.81,57.58,2,21.059999465942383,20.690000534057617,0.497,inclusion,74,HIGH,REJECT,Large affected area | Large individual defect | 1 low-confidence detection(s) | Image quality requires review
inclusion_280.jpg,200,200,REVIEW,122.77,12.46,44.58,1,16.600000381469727,16.600000381469727,0.675,inclusion,60,MEDIUM,INSPECT,Large affected area | Large individual defect | Image quality requires review
inclusion_284.jpg,200,200,REVIEW,82.09,15.11,26.46,5,17.1200008392334,5.369999885559082,0.366,inclusion,78,HIGH,REJECT,Large affected area | Multiple defects detected | 3 low-confidence detection(s) | Image quality requires review
inclusion_286.jpg,200,200,REVIEW,97.11,14.45,33.23,2,28.100000381469727,17.209999084472656,0.614,inclusion,74,HIGH,REJECT,Large affected area | Large individual defect | Image quality requires review
inclusion_288.jpg,200,200,REVIEW,68.28,11.35,12.98,1,18.93000030517578,18.93000030517578,0.744,inclusion,60,MEDIUM,INSPECT,Large affected area | Large individual defect | Image quality requires review
inclusion_29.jpg,200,200,REVIEW,115.23,10.2,97.19,4,44.52000045776367,18.989999771118164,0.634,inclusion,86,HIGH,REJECT,Large affected area | Large individual defect | Defect detected in center region | 1 low-confidence detection(s) | Image quality requires review
inclusion_292.jpg,200,200,REVIEW,119.77,10.44,58.36,9,39.619998931884766,17.489999771118164,0.436,inclusion,89,HIGH,REJECT,Large affected area | Large individual defect | Multiple defects detected | Defect detected in center region | 6 low-confidence detection(s) | Image quality requires review
inclusion_43.jpg,200,200,REVIEW,113.26,9.97,71.91,7,51.83000183105469,20.450000762939453,0.546,inclusion,92,HIGH,REJECT,Large affected area | Large individual defect | Multiple defects detected | Defect detected in center region | 2 low-confidence detection(s) | Image quality requires review
inclusion_44.jpg,200,200,REVIEW,114.61,10.32,52.4,7,64.8499984741211,24.670000076293945,0.578,inclusion,92,HIGH,REJECT,Large affected area | Large individual defect | Multiple defects detected | 2 low-confidence detection(s) | Image quality requires review
inclusion_46.jpg,200,200,REVIEW,69.43,8.37,12.33,4,77.19999694824219,32.63999938964844,0.455,inclusion,89,HIGH,REJECT,Large affected area | Large individual defect | 1 low-confidence detection(s) | Image quality requires review
inclusion_47.jpg,200,200,REVIEW,73.61,9.49,15.89,4,59.47999954223633,26.81999969482422,0.472,inclusion,89,HIGH,REJECT,Large affected area | Large individual defect | Defect detected in center region | 2 low-confidence detection(s) | Image quality requires review
inclusion_48.jpg,200,200,REVIEW,81.96,10.44,20.82,4,65.87000274658203,28.829999923706055,0.436,inclusion,89,HIGH,REJECT,Large affected area | Large individual defect | Defect detected in center region | 1 low-confidence detection(s) | Image quality requires review
inclusion_50.jpg,200,200,REVIEW,85.15,10.07,25.37,1,23.059999465942383,23.059999465942383,0.813,inclusion,71,HIGH,REJECT,Large affected area | Large individual defect | Defect detected in center region | Image quality requires review
inclusion_52.jpg,200,200,REVIEW,91.35,9.94,38.16,3,21.350000381469727,18.25,0.386,inclusion,81,HIGH,REJECT,Large affected area | Large individual defect | Defect detected in center region | 2 low-confidence detection(s) | Image quality requires review
inclusion_56.jpg,200,200,REVIEW,99.47,10.5,48.54,3,61.11000061035156,29.030000686645508,0.509,inclusion,83,HIGH,REJECT,Large affected area | Large individual defect | 1 low-confidence detection(s) | Image quality requires review
inclusion_66.jpg,200,200,REVIEW,112.39,16.66,55.01,3,50.45000076293945,26.15999984741211,0.439,inclusion,85,HIGH,REJECT,Large affected area | Large individual defect | Defect detected in center region | 2 low-confidence detection(s) | Image quality requires review
inclusion_71.jpg,200,200,REVIEW,91.41,13.9,26.28,3,25.809999465942383,13.699999809265137,0.416,inclusion,82,HIGH,REJECT,Large affected area | Large individual defect | Defect detected in center region | 1 low-confidence detection(s) | Image quality requires review
inclusion_72.jpg,200,200,REVIEW,116.95,14.94,69.76,3,9.329999923706055,5.760000228881836,0.448,inclusion,68,HIGH,REJECT,Moderate affected area | Defect detected in center region | 2 low-confidence detection(s) | Image quality requires review
inclusion_85.jpg,200,200,REVIEW,94.35,12.22,23.39,7,42.41999816894531,10.489999771118164,0.466,inclusion,89,HIGH,REJECT,Large affected area | Large individual defect | Multiple defects detected | 4 low-confidence detection(s) | Image quality requires review
inclusion_92.jpg,200,200,REVIEW,120.26,10.11,54.27,5,22.940000534057617,15.09000015258789,0.39,inclusion,86,HIGH,REJECT,Large affected area | Large individual defect | Multiple defects detected | 3 low-confidence detection(s) | Image quality requires review
patches_1.jpg,200,200,PASS,166.91,51.89,2567.33,4,50.349998474121094,25.329999923706055,0.636,patches,89,HIGH,REJECT,Large affected area | Large individual defect | Defect detected in center region | 1 low-confidence detection(s)
patches_10.jpg,200,200,PASS,148.38,48.7,2078.26,2,23.1200008392334,17.549999237060547,0.867,patches,71,HIGH,REJECT,Large affected area | Large individual defect
patches_105.jpg,200,200,PASS,116.34,59.19,1472.54,4,34.189998626708984,12.989999771118164,0.77,patches,78,HIGH,REJECT,Large affected area | Large individual defect
patches_109.jpg,200,200,PASS,125.37,43.58,1661.2,4,32.29999923706055,22.440000534057617,0.607,patches,89,HIGH,REJECT,Large affected area | Large individual defect | Defect detected in center region
patches_125.jpg,200,200,PASS,160.94,54.48,2281.63,4,24.65999984741211,17.229999542236328,0.71,patches,81,HIGH,REJECT,Large affected area | Large individual defect
patches_133.jpg,200,200,PASS,62.99,27.01,670.77,3,16.34000015258789,6.5,0.854,patches,72,HIGH,REJECT,Large affected area
